service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1174,0,0,0,0,0,0,1,20131117,20131124
1175,0,0,0,0,0,1,0,20131116,20131123
1176,0,0,0,0,1,0,0,20131115,20131122
1177,1,0,0,0,0,0,0,20131111,20131118
1178,1,1,1,1,0,0,0,20131111,20131121
1179,1,1,1,1,1,0,0,20131111,20131122
1180,0,0,0,0,0,0,1,20131117,20131201
1181,0,0,0,0,0,1,0,20131116,20131130
1182,0,0,0,0,0,1,0,20131116,20131207
1183,0,0,0,0,1,0,0,20131115,20131206
1184,0,0,0,1,1,0,0,20131114,20131206
1185,0,1,0,1,0,0,0,20131112,20131205
1186,0,1,1,1,0,0,0,20131112,20131205
1187,0,1,1,1,1,0,0,20131112,20131206
1188,1,0,0,0,0,0,0,20131111,20131202
1189,1,0,1,0,1,0,0,20131111,20131206
1190,1,1,1,1,0,0,0,20131111,20131205
1191,1,1,1,1,1,0,0,20131111,20131206
1192,1,1,1,1,1,1,0,20131111,20131207
1193,0,0,0,0,0,0,1,20131124,20131124
1194,0,0,0,0,0,1,0,20131123,20131123
1195,0,0,0,0,1,0,0,20131122,20131122
1196,0,1,0,0,0,0,0,20131119,20131119
1197,0,1,1,0,0,0,0,20131119,20131120
1198,0,1,1,1,0,0,0,20131119,20131121
1199,0,1,1,1,1,0,0,20131119,20131122
1200,1,0,0,0,0,0,0,20131118,20131118
1201,1,0,0,1,0,0,0,20131118,20131121
1202,1,0,1,1,0,0,0,20131118,20131121
1203,1,1,1,1,0,0,0,20131118,20131121
1204,1,1,1,1,1,0,0,20131118,20131122
1205,0,0,0,0,0,0,1,20131124,20131201
1206,0,0,0,0,1,0,0,20131122,20131129
1207,1,0,0,0,0,0,0,20131118,20131125
1208,1,1,1,1,1,0,0,20131118,20131129
1209,0,0,0,0,0,1,0,20131123,20131207
1210,0,0,0,0,1,0,0,20131122,20131206
1211,0,0,0,0,1,1,0,20131122,20131207
1212,0,0,0,1,1,0,0,20131121,20131206
1213,0,0,0,1,1,1,0,20131121,20131207
1214,0,1,0,1,0,0,0,20131119,20131205
1215,0,1,1,0,0,0,0,20131119,20131204
1216,0,1,1,1,0,0,0,20131119,20131205
1217,0,1,1,1,1,0,0,20131119,20131206
1218,0,1,1,1,1,1,0,20131119,20131207
1219,1,0,0,0,0,0,0,20131118,20131202
1220,1,0,0,0,1,0,0,20131118,20131206
1221,1,0,0,1,1,0,0,20131118,20131206
1222,1,0,1,0,1,0,0,20131118,20131206
1223,1,1,1,0,0,0,0,20131118,20131204
1224,1,1,1,1,0,0,0,20131118,20131205
1225,1,1,1,1,1,0,0,20131118,20131206
1226,0,0,0,0,0,0,1,20131201,20131201
1227,0,0,0,0,0,1,0,20131130,20131130
1228,0,0,0,0,1,0,0,20131129,20131129
1229,0,0,0,1,1,0,0,20131128,20131129
1230,0,0,1,1,0,0,0,20131127,20131128
1231,0,0,1,1,1,0,0,20131127,20131129
1232,0,1,0,0,0,0,0,20131126,20131126
1233,0,1,1,1,0,0,0,20131126,20131128
1234,0,1,1,1,1,0,0,20131126,20131129
1235,1,0,0,0,0,0,0,20131125,20131125
1236,1,1,0,0,0,0,0,20131125,20131126
1237,1,1,1,0,0,0,0,20131125,20131127
1238,1,1,1,1,0,0,0,20131125,20131128
1239,1,1,1,1,1,0,0,20131125,20131129
1240,0,0,0,0,0,1,0,20131130,20131207
1241,0,0,0,0,1,0,0,20131129,20131206
1242,0,1,1,1,1,0,0,20131126,20131206
1243,1,1,1,1,0,0,0,20131125,20131205
1244,1,1,1,1,1,0,0,20131125,20131206
1245,0,0,0,0,0,1,0,20131207,20131207
1246,0,0,0,0,1,0,0,20131206,20131206
1247,0,0,0,1,0,0,0,20131205,20131205
1248,1,0,0,0,0,0,0,20131202,20131202
1249,1,1,0,0,0,0,0,20131202,20131203
1250,1,1,1,0,0,0,0,20131202,20131204
1251,1,1,1,1,0,0,0,20131202,20131205
1252,1,1,1,1,1,0,0,20131202,20131206
